estimator,trial,beta,sign_error,mse,entropy_final,sign_prob_final
x_pf,128,0.0,0.65,0.3027505992949897,0.9999648665818138,0.5034894435140168
x_pf,129,0.0,0.71,0.38305471800454216,0.9997067970908322,0.489919846191759
x_pf,130,0.0,0.85,0.39518776125038974,0.9995960412511591,0.5118316679504025
x_pf,131,0.0,0.65,0.656917230934817,0.998712437035532,0.5211211399517592
x_pf,132,0.0,0.56,0.29326163566964925,0.9990482470787034,0.4818401573374631
x_pf,133,0.0,0.32,0.2250408314773415,0.9999390680560263,0.49540466483403384
x_pf,134,0.0,0.65,0.6415853600455924,0.9999910893848409,0.49824267887700496
x_pf,135,0.0,0.71,0.4987467234407438,0.9998653395492594,0.5068314203369273
x_pf,136,0.0,0.35,0.46470974525323855,0.9990547518582111,0.5180976929183716
x_pf,137,0.0,0.52,0.6176973579444618,0.9999420415047682,0.49551819067901715
x_pf,138,0.0,0.49,0.30934967560010984,0.9997861151671785,0.491390518531687
x_pf,139,0.0,0.08,0.44347078459430345,0.9995591143286411,0.4876394270237441
x_pf,140,0.0,0.49,0.19104336109985653,0.9978361116155365,0.47262169572911106
x_pf,141,0.0,0.61,1.1219175736903901,0.9955153763994948,0.46059643458823085
x_pf,142,0.0,0.51,0.43187999138939703,0.98633962997288,0.5686976125283035
x_pf,143,0.0,0.63,0.19649979844163148,0.9999209416211409,0.4947655902234169
x_pf,144,0.0,0.59,0.271900109326952,0.9674816660055292,0.6057594563534252
x_pf,145,0.0,0.54,0.12953760594544278,0.9875229386217779,0.5656638377640686
x_pf,146,0.0,0.45,0.10194381177655336,0.9995940048474613,0.5118614500861378
x_pf,147,0.0,0.72,0.6927266520371238,0.9541620285754724,0.6253684790847275
x_pf,148,0.0,0.8,0.3130056888285961,0.9986605388430192,0.5215424737776873
x_pf,149,0.0,0.53,0.29062927373310915,0.9999488373747877,0.5042108674997208
x_pf,150,0.0,0.37,0.5461536613375307,0.942460590637473,0.6402678961517599
x_pf,151,0.0,0.37,0.5654574731957153,0.9999839142903963,0.5023611144423705
x_pf,152,0.0,0.52,0.11348086928498477,0.9997568246937161,0.5091800546652355
x_pf,153,0.0,0.69,0.3327802302807741,0.9999096630686664,0.49440466791471155
x_pf,154,0.0,0.27,0.19034062174058147,0.9998459759801894,0.5073060767751951
x_pf,155,0.0,0.39,0.9650906860001711,0.9998494714034692,0.5072227018279007
x_pf,156,0.0,0.55,0.504126445406614,0.9985141446478993,0.5226887948498979
x_pf,157,0.0,0.45,0.2772468770125145,0.9990844989682198,0.4821892908856633
x_pf,158,0.0,0.73,0.46697392628972806,0.995859679570126,0.5378622835497445
x_pf,159,0.0,0.36,0.7427466448291549,0.9983094945877171,0.5242003234253081
x_pf,160,0.0,0.47,0.1294167152001807,0.9988762231496219,0.5197324666957455
x_pf,161,0.0,0.63,0.4700534522107988,0.9995349773569266,0.512694378685674
x_pf,162,0.0,0.58,0.26970916230409403,0.9969628151118906,0.5324325331663198
x_pf,163,0.0,0.41,0.11954015518456532,0.992459259945535,0.4489229517615302
x_pf,164,0.0,0.53,0.08267611518208703,0.9998450166314451,0.4926712061671029
x_pf,165,0.0,0.38,0.1200532315340837,0.9977435662899595,0.5279573343355479
x_pf,166,0.0,0.54,0.5311744128692903,0.9750626393999543,0.4073030856876999
x_pf,167,0.0,0.42,0.2946898627048584,0.999627296021819,0.5113647803453603
x_pf,168,0.0,0.88,0.45477492113973916,0.9988175825097093,0.5202406202506078
x_pf,169,0.0,0.37,0.3193528311489423,0.9999096240416173,0.494403459432433
x_pf,170,0.0,0.38,0.2361061493021413,0.9998691740989781,0.5067334561464845
x_pf,171,0.0,0.54,0.14449912825181355,0.9810144070001421,0.5809381903028176
x_pf,172,0.0,0.34,0.18000608234796883,0.9991626409172285,0.517033801477192
x_pf,173,0.0,0.3,0.2700081364416992,0.998818737393429,0.4797692641123404
x_pf,174,0.0,0.52,0.28908455299564517,0.9996600852726627,0.4891466035239572
x_pf,175,0.0,0.4,0.3794093292583767,0.9957147878878236,0.5385184414737996
x_pf,176,0.0,0.64,0.3407395487133335,0.9998198348083744,0.4920982344978246
x_pf,177,0.0,0.53,0.2197336535666233,0.9981815508912883,0.4749009641306131
x_pf,178,0.0,0.35,0.253781077449242,0.9975814303304957,0.47105619463666737
x_pf,179,0.0,0.68,0.3383371991642741,0.9993676049387853,0.485196642242649
x_pf,180,0.0,0.84,1.0163916304939458,0.9913156641954628,0.44519381909637445
x_pf,181,0.0,0.49,0.30037985942210915,0.9999157140091577,0.49459530485730846
x_pf,182,0.0,0.56,0.1762095497335956,0.9998281032892368,0.5077183219717505
x_pf,183,0.0,0.52,0.32674703713526704,0.9947392177728052,0.5426735392059303
x_pf,184,0.0,0.67,0.3171166586602709,0.9998161886934795,0.49201868188140496
x_pf,185,0.0,0.45,0.5548642520537138,0.9975554513533549,0.47090124785786924
x_pf,186,0.0,0.15,0.3370500944160405,0.6405305539020272,0.8373843103548118
x_pf,187,0.0,0.67,0.2645565936774143,0.9968505504254609,0.5330260736910052
x_pf,188,0.0,0.25,0.3211789376746143,0.9982452642532327,0.475344402918337
x_pf,189,0.0,0.67,0.7448162705626646,0.9897775978572607,0.4405488521326801
x_pf,190,0.0,0.59,0.30847659125001703,0.9998247570163057,0.4922069177558828
x_pf,191,0.0,0.41,0.41130356712997873,0.9968074475823028,0.533251134591234
x_pf,192,0.0,0.72,1.410521722622245,0.7386779720337324,0.7914624671158051
x_pf,193,0.0,0.67,0.24643125681451555,0.9998873926095526,0.4937529421166841
x_pf,194,0.0,0.46,0.1421852727356858,0.9989374474933451,0.5191875538185733
x_pf,195,0.0,0.8,0.9981081500175206,0.9989983619947072,0.5186295714972139
x_pf,196,0.0,0.6,0.34177934052295295,0.9970368575123123,0.5320350379692993
x_pf,197,0.0,0.68,0.22983466109716655,0.9994966420426921,0.51320720579258
x_pf,198,0.0,0.45,0.22515652693557675,0.9999735672056438,0.5030266900226001
x_pf,199,0.0,0.4,0.37329417936177506,0.9999236598927781,0.494856363312405
adaptive_x,0,0.0,0.52,0.14277170526232547,0.9872840666320843,0.566287582390411
adaptive_x,1,0.0,0.68,0.42968845595352884,0.9846805743684879,0.572735748174436
adaptive_x,2,0.0,0.45,0.4243120759597101,0.9907525589610937,0.4434485606095149
adaptive_x,3,0.0,0.41,0.41853560890767627,0.9998595863308466,0.49302417813774646
adaptive_x,4,0.0,0.6,0.3394640786642492,0.995362121294402,0.5400704768754325
adaptive_x,5,0.0,0.4,0.37572473182154265,0.9997124857490322,0.4900181050575666
adaptive_x,6,0.0,0.4,0.3361074139479634,0.9692448525114339,0.6028735246651955
adaptive_x,7,0.0,0.41,0.2007134513422376,0.9999653337518809,0.5034661664474183
adaptive_x,8,0.0,0.51,0.2853101204832925,0.9999998261556552,0.49975454153847165
adaptive_x,9,0.0,0.52,0.6151808590285903,0.999303318715157,0.4844625463529384
adaptive_x,10,0.0,0.63,0.24684419624014292,0.9956675049262327,0.4612698475168353
adaptive_x,11,0.0,0.6,0.34051278921004796,0.9405567492194671,0.6425374345595036
adaptive_x,12,0.0,0.41,0.25014885610011156,0.9939115079007996,0.5459036002288771
adaptive_x,13,0.0,0.37,0.28402736052493666,0.9962833045919064,0.464125190703466
adaptive_x,14,0.0,0.81,0.553608449903143,0.9999828035097578,0.502441275421492
adaptive_x,15,0.0,0.69,0.750821356343252,0.9598034560869521,0.3825215390832291
adaptive_x,16,0.0,0.22,0.22743843204992703,0.9987679291632396,0.47933888567789823
adaptive_x,17,0.0,0.44,0.09524709790322872,0.9981352539335515,0.47458360280425904
adaptive_x,18,0.0,0.44,0.2515737015617199,0.9985513386852096,0.5224031176945324
adaptive_x,19,0.0,0.57,0.47039024785663064,0.9998957053716873,0.5060120622719719
